ID,Airline name ,Travel,Time,Stops,Ticket prize(Doller),Depreture  Airport,Depreture Time,1st Stoppage Waiting Hour,1st Stoppage,2nd StoppageWaiting Time,2nd Stoppage,3rd Stoppage Waiting time,3rd Stoppage,Destination Airport,Arrival Time,Arrival Date
1989,Qatar,32h,40m,1,1128,,05:50p,22h 0m,DOH,,,,,LCY,10:00p,   Apr 8
1990,Qatar,31h,5m,1,1128,,05:50p,20h 25m,DOH,,,,,LHR,08:25p,   Apr 8
1991,Qatar,30h,5m,1,1128,,04:50a,19h 20m,DOH,,,,,LGW,06:25a,   Apr 8
1992,Qatar,30h,40m,1,1128,,04:50a,19h 55m,DOH,,,,,LHR,07:00a,   Apr 8
1993,Qatar,30h,25m,1,1128,,04:50a,19h 50m,DOH,,,,,LHR,06:45a,   Apr 8
1994,Qatar,28h,40m,1,1128,,05:50p,18h 0m,DOH,,,,,LHR,06:00p,   Apr 8
1995,Qatar,24h,50m,1,1128,,05:50p,14h 10m,DOH,,,,,LHR,02:10p,   Apr 8
1996,Qatar,23h,55m,1,1128,,05:50p,13h 15m,DOH,,,,,LHR,01:15p,   Apr 8
1997,Qatar,20h,5m,1,1125,,04:50a,9h 20m,DOH,,,,,LHR,08:25p,   Apr 8
1998,Qatar,17h,5m,1,1125,,05:50p,6h 25m,DOH,,,,,LGW,06:25a,   Apr 8
1999,Qatar,17h,40m,1,1125,,05:50p,7h 0m,DOH,,,,,LHR,07:00a,   Apr 8
2000,Qatar,17h,25m,1,1125,,05:50p,6h 55m,DOH,,,,,LHR,06:45a,   Apr 8
2001,Qatar,13h,50m,1,1125,,04:50a,3h 5m,DOH,,,,,LHR,02:10p,   Apr 8
2002,Lufthansa,18h,5m,1,1116,,02:50a,7h 40m,FRA,,,,,LHR,04:25p,   Apr 8
2003,Lufthansa,20h,5m,2,1100,,02:50a,4h 55m,FRA,,,,,LCY,06:25p,   Apr 8
2004,Qatar,31h,5m,1,1099,,04:10a,20h 30m,DOH,,,,,LHR,06:45a,   Apr 8
2005,Qatar,31h,20m,1,1099,,04:10a,20h 35m,DOH,,,,,LHR,07:00a,   Apr 8
2006,Qatar,30h,45m,1,1099,,04:10a,20h 0m,DOH,,,,,LGW,06:25a,   Apr 8
2007,Qatar,30h,40m,1,1099,,04:10a,20h 0m,DOH,,,,,LHR,06:20a,   Apr 8
2008,SWISS,19h,55m,1,1097,,12:55a,9h 15m,ZRH,,,,,LGW,04:20p,   Apr 8
2009,SWISS,11h,30m,1,1097,,12:55a,50m,ZRH,,,,,LHR,07:55a,   Apr 8
2010,Qatar,20h,45m,1,1095,,04:10a,10h 0m,DOH,,,,,LHR,08:25p,   Apr 8
2011,Qatar,18h,20m,1,1095,,04:10a,7h 35m,DOH,,,,,LHR,06:00p,   Apr 8
2012,Qatar,14h,30m,1,1095,,04:10a,3h 45m,DOH,,,,,LHR,02:10p,   Apr 8
2013,Qatar,13h,35m,1,1095,,04:10a,2h 50m,DOH,,,,,LHR,01:15p,   Apr 8
2014,British,9h,35m,Non,1088,,01:50a,,,,,,,LHR,06:55a,   Apr 8
2015,Kenya,33h,50m,1,1084,,02:40a,18h 40m,NBO,,,,,LHR,08:00a,   Apr 8
2016,Kenya,29h,45m,1,1084,,06:45a,14h 35m,NBO,,,,,LHR,08:00a,   Apr 8
2017,Kenya,18h,5m,1,1084,,02:40a,2h 55m,NBO,,,,,LHR,04:15p,   Apr 8
2018,Oman,31h,25m,1,1074,,04:15p,20h 55m,MCT,,,,,LHR,07:10p,
2019,Turkish,31h,45m,1,1073,,06:35a,21h 0m,IST,,,,,LHR,09:50a,   Apr 8
2020,Egyptair,22h,35m,1,1036,,03:00a,11h 25m,CAI,,,,,LHR,09:05p,   Apr 8
2021,Egyptair,15h,5m,1,1035,,03:00a,4h 0m,CAI,,,,,LHR,01:35p,   Apr 8
2022,Lufthansa,24h,25m,1,1032,,12:50a,14h 10m,MUC,,,,,LHR,08:45p,   Apr 8
2023,Lufthansa,20h,25m,1,1026,,02:50a,10h 0m,FRA,,,,,LHR,06:45p,   Apr 8
2024,Lufthansa,22h,5m,1,1018,,12:50a,11h 50m,MUC,,,,,LCY,06:25p,   Apr 8
2025,Emirates,31h,5m,1,1009,,04:30a,20h 30m,DXB,,,,,LHR,07:05a,   Apr 8
2026,Emirates,20h,15m,1,1009,,04:30a,9h 45m,DXB,,,,,LHR,08:15p,   Apr 8
2027,Emirates,18h,40m,1,1009,,04:30a,8h 15m,DXB,,,,,LHR,06:40p,   Apr 8
2028,Emirates,12h,25m,1,1009,,04:30a,1h 45m,DXB,,,,,LHR,12:25p,   Apr 8
2029,Multiple,31h,5m,1,999,,04:10a,20h 30m,DOH,,,,,LHR,06:45a,   Apr 8
2030,Multiple,18h,20m,1,996,,04:10a,7h 35m,DOH,,,,,LGW,06:00p,   Apr 8
2031,Multiple,14h,30m,1,996,,04:10a,3h 45m,DOH,,,,,LHR,02:10p,   Apr 8
2032,Multiple,13h,35m,1,996,,04:10a,2h 50m,DOH,,,,,LHR,01:15p,   Apr 8
2033,Ethiopian,31h,25m,1,995,,04:05a,17h 45m,ADD,,,,,LHR,07:00a,   Apr 8
2034,Lufthansa,20h,25m,1,990,,02:50a,10h 0m,FRA,,,,,LHR,06:45p,   Apr 8
2035,Lufthansa,19h,20m,1,990,,02:50a,8h 40m,FRA,,,,,LCY,05:40p,   Apr 8
2036,Lufthansa,18h,20m,1,990,,02:50a,7h 40m,FRA,,,,,LHR,04:40p,   Apr 8
2037,Srilankan,27h,50m,1,971,,08:40p,14h 0m,CMB,,,,,LHR,08:00p,   Apr 8
2038,SWISS,21h,30m,1,971,,12:55a,10h 55m,ZRH,,,,,LHR,05:55p,   Apr 8
2039,Lufthansa,23h,50m,1,957,,02:50a,13h 10m,FRA,,,,,LHR,10:10p,   Apr 8
2040,Lufthansa,26h,20m,1,949,,12:50a,16h 5m,MUC,,,,,LHR,10:40p,   Apr 8
2041,Lufthansa,22h,20m,1,943,,02:50a,11h 40m,FRA,,,,,LHR,08:40p,   Apr 8
2042,Turkish,31h,50m,1,942,,06:35a,21h 5m,IST,,,,,LHR,09:55a,   Apr 8
2043,Turkish,20h,20m,1,942,,06:35a,9h 30m,IST,,,,,LGW,10:25p,   Apr 8
2044,Turkish,18h,30m,1,942,,06:35a,7h 40m,IST,,,,,LHR,08:35p,   Apr 8
2045,Turkish,14h,5m,1,942,,06:35a,3h 15m,IST,,,,,LHR,04:10p,   Apr 8
2046,Turkish,14h,10m,1,942,,06:35a,3h 20m,IST,,,,,LHR,04:15p,   Apr 8
2047,Turkish,13h,0m,1,942,,06:35a,2h 20m,IST,,,,,LGW,03:05p,   Apr 8
2048,Air India,9h,25m,Non,939,,05:10a,,,,,,,LHR,10:05a,   Apr 8
2049,Air India,9h,25m,Non,939,,02:05p,,,,,,,LHR,07:00p,   Apr 8
2050,Air India,20h,5m,1,935,,12:30p,2h 10m,JFK,,,,,DEL,07:35p,   Apr 8
2051,Air India,17h,55m,1,926,,05:00a,6h 15m,GOI,,,,,LHR,06:25p,   Apr 8
2052,Ethiopian,24h,25m,1,921,,11:05a,10h 45m,ADD,,,,,LGW,07:00a,   Apr 8
2053,Etihad,21h,40m,2,917,,09:55p,3h 40m,AUH,,,,,LHR,03:05p,   Apr 8
2054,Turkish,39h,35m,1,914,,12:50p,20h 5m,JFK,,,,,IST,03:25p,   Apr 9
2055,British,9h,45m,Non,891,,08:50a,,,,,,,LHR,02:05p,
2056,Virgin Atlantic,9h,40m,Non,891,,10:40a,,,,,,,LHR,03:50p,
2057,IndiGo,30h,10m,2,883,,02:30p,13h 40m,DEL,,,,,LHR,04:10p,   Apr 8
2058,IndiGo,28h,55m,2,876,,03:45p,12h 25m,DEL,,,,,LGW,04:10p,   Apr 8
2059,Multiple,25h,30m,1,874,,04:00p,13h 5m,BLR,,,,,LGW,01:00p,   Apr 8
2060,Multiple,24h,0m,1,874,,05:30p,11h 35m,BLR,,,,,LHR,01:00p,   Apr 8
2061,IndiGo,27h,25m,2,869,,05:15p,10h 55m,DEL,,,,,LHR,04:10p,   Apr 8
2062,IndiGo,26h,40m,2,869,,06:00p,10h 20m,DEL,,,,,LGW,04:10p,   Apr 8
2063,IndiGo,24h,30m,2,869,,08:10p,7h 55m,DEL,,,,,LGW,04:10p,   Apr 8
2064,IndiGo,23h,10m,2,869,,09:30p,6h 50m,DEL,,,,,LGW,04:10p,   Apr 8
2065,American,31h,15m,2,865,,06:55p,57m,LGA,4h 10m,DOH,,,DFW,01:10p,   Apr 9
2066,IndiGo,25h,40m,2,863,,07:00p,9h 10m,DEL,,,,,LGW,04:10p,   Apr 8
2067,IndiGo,21h,55m,2,863,,10:45p,5h 20m,DEL,,,,,LGW,04:10p,   Apr 8
2068,IndiGo,18h,10m,2,857,,02:30a,2h 15m,DEL,,,,,LGW,04:10p,   Apr 8
2069,IndiGo,30h,10m,2,849,,02:30p,14h 15m,DEL,,,,,LGW,04:10p,   Apr 8
2070,IndiGo,28h,55m,2,843,,03:45p,13h 0m,DEL,,,,,LGW,04:10p,   Apr 8
2071,American,39h,5m,2,840,,05:00p,1h 24m,EWR,14h 25m,DOH,,,ORD,07:05p,   Apr 9
2072,IndiGo,27h,25m,2,836,,05:15p,11h 30m,DEL,,,,,LGW,04:10p,   Apr 8
2073,IndiGo,26h,40m,2,836,,06:00p,10h 55m,DEL,,,,,LGW,04:10p,   Apr 8
2074,IndiGo,24h,30m,2,836,,08:10p,8h 30m,DEL,,,,,LGW,04:10p,   Apr 8
2075,IndiGo,23h,10m,2,836,,09:30p,7h 25m,DEL,,,,,LGW,04:10p,   Apr 8
2076,IndiGo,25h,40m,2,829,,07:00p,9h 45m,DEL,,,,,LGW,04:10p,   Apr 8
2077,IndiGo,21h,55m,2,829,,10:45p,5h 55m,DEL,,,,,LGW,04:10p,   Apr 8
2078,Oman,13h,10m,1,819,,10:30a,2h 40m,MCT,,,,,LGW,07:10p,   Apr 8
2079,Finnair,30h,30m,1,799,,07:10a,17h 55m,HEL,,,,,LHR,09:10a,   Apr 8
2080,Finnair,18h,0m,1,799,,07:10a,5h 25m,HEL,,,,,LHR,08:40p,   Apr 8
2081,Finnair,14h,25m,1,799,,07:10a,1h 55m,HEL,,,,,LHR,05:05p,   Apr 8
2082,Emirates,32h,45m,1,782,,10:10a,22h 0m,DXB,,,,,LHR,02:25p,   Apr 8
2083,Emirates,30h,45m,1,782,,10:10a,20h 5m,DXB,,,,,LHR,12:25p,   Apr 8
2084,Emirates,30h,30m,1,782,,05:20a,19h 40m,DXB,,,,,LHR,07:20a,   Apr 8
2085,Emirates,30h,15m,1,782,,05:20a,19h 25m,DXB,,,,,LGW,07:05a,   Apr 8
2086,Emirates,19h,25m,1,782,,05:20a,8h 40m,DXB,,,,,LHR,08:15p,   Apr 8
2087,Emirates,18h,55m,1,782,,05:20a,7h 50m,DXB,,,,,LHR,07:45p,   Apr 8
2088,Emirates,17h,50m,1,782,,05:20a,7h 10m,DXB,,,,,LGW,06:40p,   Apr 8
2089,Emirates,16h,10m,1,782,,04:30a,5h 25m,DXB,,,,,LHR,04:10p,   Apr 8
2090,Emirates,15h,20m,1,782,,05:20a,4h 20m,DXB,,,,,LHR,04:10p,   Apr 8
2091,Emirates,13h,35m,1,782,,05:20a,2h 35m,DXB,,,,,LHR,02:25p,   Apr 8
2092,Turkish,14h,40m,1,773,,06:35a,4h 0m,IST,,,,,LHR,04:45p,   Apr 8
2093,Etihad,25h,20m,1,771,,09:55p,15h 0m,AUH,,,,,LHR,06:45p,
2094,Etihad,21h,45m,1,771,,09:55p,11h 25m,AUH,,,,,LHR,03:10p,
2095,Etihad,19h,25m,1,771,,09:55p,9h 5m,AUH,,,,,LHR,12:50p,   Apr 8
2096,Etihad,18h,30m,1,771,,04:45a,8h 10m,AUH,,,,,LHR,06:45p,   Apr 8
2097,Etihad,16h,40m,1,771,,06:35a,6h 15m,AUH,,,,,LHR,06:45p,   Apr 8
2098,Etihad,14h,55m,1,771,,04:45a,4h 35m,AUH,,,,,LHR,03:10p,   Apr 8
2099,Etihad,13h,5m,1,771,,06:35a,2h 40m,AUH,,,,,LHR,03:10p,   Apr 8
2100,Etihad,12h,35m,1,771,,04:45a,2h 15m,AUH,,,,,LHR,12:50p,   Apr 8
2101,Gulf Air Company,22h,5m,1,741,,09:45p,11h 25m,BAH,,,,,LHR,03:20p,   Apr 8
2102,British,9h,45m,Non,726,,01:10p,,,,,,,LHR,06:25p,   Apr 8
2103,Turkish,32h,55m,1,717,,07:30p,13h 25m,JFK,,,,,IST,03:25p,   Apr 9
2104,Multiple,30h,40m,1,717,,04:10a,20h 0m,DOH,,,,,LHR,06:20a,   Apr 8
2105,Emirates,32h,40m,1,677,,03:35p,21h 35m,DXB,,,,,LGW,07:45p,   Apr 8
2106,Emirates,31h,45m,1,677,,10:10a,21h 10m,DXB,,,,,LGW,01:25p,   Apr 8
2107,Emirates,31h,35m,1,677,,03:35p,20h 55m,DXB,,,,,STN,06:40p,   Apr 8
2108,Emirates,30h,55m,1,677,,10:10a,20h 20m,DXB,,,,,LHR,12:35p,   Apr 8
2109,Emirates,28h,55m,1,677,,07:20p,17h 55m,DXB,,,,,LGW,07:45p,   Apr 8
2110,Emirates,27h,50m,1,677,,07:20p,17h 15m,DXB,,,,,LGW,06:40p,   Apr 8
2111,Emirates,26h,20m,1,677,,03:35p,15h 30m,DXB,,,,,LHR,01:25p,   Apr 8
2112,Emirates,25h,55m,1,677,,10:20p,14h 50m,DXB,,,,,STN,07:45p,   Apr 8
2113,Emirates,25h,30m,1,677,,03:35p,14h 40m,DXB,,,,,LGW,12:35p,   Apr 8
2114,Emirates,25h,20m,1,677,,03:35p,14h 25m,DXB,,,,,LGW,12:25p,   Apr 8
2115,Emirates,24h,50m,1,677,,10:20p,14h 10m,DXB,,,,,LHR,06:40p,   Apr 8
2116,Emirates,22h,35m,1,677,,07:20p,11h 50m,DXB,,,,,LHR,01:25p,   Apr 8
2117,Emirates,21h,45m,1,677,,07:20p,11h 0m,DXB,,,,,STN,12:35p,   Apr 8
2118,Emirates,21h,35m,1,677,,07:20p,10h 45m,DXB,,,,,LGW,12:25p,   Apr 8
2119,Emirates,19h,35m,1,677,,10:20p,8h 45m,DXB,,,,,LHR,01:25p,   Apr 8
2120,Emirates,14h,35m,1,677,,10:10a,4h 5m,DXB,,,,,STN,08:15p,   Apr 8
2121,Emirates,14h,25m,1,677,,04:30a,3h 40m,DXB,,,,,LHR,02:25p,   Apr 8
2122,Emirates,13h,0m,1,677,,10:10a,2h 35m,DXB,,,,,LHR,06:40p,   Apr 8
2123,Emirates,25h,25m,1,667,,10:10a,14h 50m,DXB,,,,,LHR,07:05a,   Apr 8
2124,Emirates,18h,45m,1,667,,10:20p,7h 55m,DXB,,,,,LHR,12:35p,   Apr 8
2125,Emirates,18h,35m,1,667,,10:20p,7h 40m,DXB,,,,,LGW,12:25p,   Apr 8
2126,Kuwait,17h,0m,1,665,,02:15a,6h 30m,KWI,,,,,LHR,02:45p,   Apr 8
2127,Emirates,29h,5m,1,577,,03:35p,18h 5m,DXB,,,,,LHR,04:10p,   Apr 8
2128,Emirates,27h,20m,1,577,,03:35p,16h 20m,DXB,,,,,LHR,02:25p,   Apr 8
2129,Emirates,25h,40m,1,577,,10:10a,15h 5m,DXB,,,,,LHR,07:20a,   Apr 8
2130,Emirates,25h,20m,1,577,,07:20p,14h 25m,DXB,,,,,LGW,04:10p,   Apr 8
2131,Emirates,23h,35m,1,577,,07:20p,12h 40m,DXB,,,,,LHR,02:25p,   Apr 8
2132,Emirates,22h,20m,1,577,,10:20p,11h 20m,DXB,,,,,LHR,04:10p,   Apr 8
2133,Emirates,20h,35m,1,577,,10:20p,9h 35m,DXB,,,,,LHR,02:25p,   Apr 8
2134,Emirates,20h,15m,1,577,,03:35p,9h 25m,DXB,,,,,LHR,07:20a,   Apr 8
2135,Emirates,20h,0m,1,577,,03:35p,9h 10m,DXB,,,,,LGW,07:05a,   Apr 8
2136,Emirates,19h,45m,1,577,,04:30a,8h 55m,DXB,,,,,LHR,07:45p,   Apr 8
2137,Emirates,16h,15m,1,577,,07:20p,5h 30m,DXB,,,,,LGW,07:05a,   Apr 8
2138,Emirates,13h,30m,1,577,,10:20p,2h 40m,DXB,,,,,LHR,07:20a,   Apr 8
2139,Kuwait,12h,15m,1,572,,02:15a,1h 45m,KWI,,,,,LGW,10:00a,   Apr 8
2140,Emirates,16h,30m,1,566,,07:20p,5h 45m,DXB,,,,,LHR,07:20a,   Apr 8
2141,Emirates,14h,5m,1,566,,10:10a,3h 15m,DXB,,,,,LGW,07:45p,   Apr 8
2142,Emirates,13h,25m,1,566,,04:30a,2h 50m,DXB,,,,,LGW,01:25p,   Apr 8
2143,Emirates,13h,15m,1,566,,10:20p,2h 25m,DXB,,,,,STN,07:05a,   Apr 8
2144,Gulf Air Company,28h,55m,1,560,,06:30a,18h 30m,BAH,,,,,LHR,06:55a,   Apr 8
2145,Gulf Air Company,13h,40m,1,560,,09:45p,3h 0m,BAH,,,,,LHR,06:55a,   Apr 8
2146,Gulf Air Company,13h,20m,1,560,,06:30a,2h 55m,BAH,,,,,LHR,03:20p,   Apr 8
2147,IndiGo,36h,25m,1,554,,04:25a,23h 5m,IST,,,,,LHR,12:20p,   Apr 8
2148,IndiGo,20h,40m,1,554,,04:25a,7h 20m,IST,,,,,LHR,08:35p,   Apr 8
2149,IndiGo,16h,50m,1,554,,04:25a,3h 40m,IST,,,,,LHR,04:45p,   Apr 8
2150,IndiGo,15h,10m,1,554,,04:25a,2h 0m,IST,,,,,LHR,03:05p,   Apr 8
2151,IndiGo,16h,15m,1,547,,04:25a,2h 55m,IST,,,,,LHR,04:10p,   Apr 8
2152,Etihad,13h,20m,1,546,,09:55p,3h 0m,AUH,,,,,LGW,06:45a,   Apr 8
2153,Etihad,30h,30m,1,510,,04:45a,20h 10m,AUH,,,,,LHR,06:45a,   Apr 8
2154,Etihad,28h,40m,1,510,,06:35a,18h 15m,AUH,,,,,LHR,06:45a,   Apr 8
2155,Emirates,12h,35m,1,509,,04:30a,2h 0m,DXB,,,,,LHR,12:35p,   Apr 8
2156,Turkish,34h,0m,1,503,,04:25a,20h 45m,IST,,,,,LGW,09:55a,   Apr 8
2157,Turkish,33h,55m,1,503,,04:25a,20h 40m,IST,,,,,LGW,09:50a,   Apr 8
2158,Turkish,22h,30m,1,503,,04:25a,9h 10m,IST,,,,,LHR,10:25p,   Apr 8
2159,Turkish,20h,40m,1,503,,04:25a,7h 20m,IST,,,,,LHR,08:35p,   Apr 8
2160,Turkish,16h,50m,1,503,,04:25a,3h 40m,IST,,,,,LHR,04:45p,   Apr 8
2161,Turkish,16h,20m,1,503,,04:25a,3h 0m,IST,,,,,LHR,04:15p,   Apr 8
2162,Turkish,16h,15m,1,503,,04:25a,2h 55m,IST,,,,,LHR,04:10p,   Apr 8
2163,Turkish,15h,10m,1,503,,04:25a,2h 0m,IST,,,,,LGW,03:05p,   Apr 8
2164,Kuwait,12h,0m,1,492,,07:15a,1h 30m,KWI,,,,,LHR,02:45p,
